filterType,filterOpt,splitByOpt,splitByOpt_category,responseOpt
State,CO,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,CO,Sector,Education,CEO is nonbinary
State,CO,Sector,Environment and animals,CEO is nonbinary
State,CO,Sector,Health,CEO is nonbinary
State,CO,Sector,Human services,CEO is nonbinary
State,CO,Sector,"International, foreign affairs",CEO is nonbinary
State,CO,Sector,"Public, societal benefit",CEO is nonbinary
State,CO,Rural/Urban,Rural,CEO is nonbinary
State,CO,Rural/Urban,Urban,CEO is nonbinary
State,CT,"","",CEO is nonbinary
State,CT,Size,"< $100,000",CEO is nonbinary
State,CT,Size,"$100,000 - $499,999",CEO is nonbinary
State,CT,Size,"$500,000 - $999,999",CEO is nonbinary
State,CT,Size,"$1 million - $9,999,999",CEO is nonbinary
State,CT,Size,$10 million and above,CEO is nonbinary
State,CT,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,CT,Sector,Education,CEO is nonbinary
State,CT,Sector,Environment and animals,CEO is nonbinary
State,CT,Sector,Health,CEO is nonbinary
State,CT,Sector,Human services,CEO is nonbinary
State,CT,Sector,"International, foreign affairs",CEO is nonbinary
State,CT,Sector,"Public, societal benefit",CEO is nonbinary
State,CT,Rural/Urban,Rural,CEO is nonbinary
State,CT,Rural/Urban,Urban,CEO is nonbinary
State,DC,"","",CEO is nonbinary
State,DC,Size,"< $100,000",CEO is nonbinary
State,DC,Size,"$100,000 - $499,999",CEO is nonbinary
State,DC,Size,"$500,000 - $999,999",CEO is nonbinary
State,DC,Size,"$1 million - $9,999,999",CEO is nonbinary
State,DC,Size,$10 million and above,CEO is nonbinary
State,DC,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,DC,Sector,Education,CEO is nonbinary
State,DC,Sector,Environment and animals,CEO is nonbinary
State,DC,Sector,Health,CEO is nonbinary
State,DC,Sector,Human services,CEO is nonbinary
State,DC,Sector,"International, foreign affairs",CEO is nonbinary
State,DC,Sector,"Public, societal benefit",CEO is nonbinary
State,DC,Rural/Urban,Rural,CEO is nonbinary
State,DC,Rural/Urban,Urban,CEO is nonbinary
State,DE,"","",CEO is nonbinary
State,DE,Size,"< $100,000",CEO is nonbinary
State,DE,Size,"$100,000 - $499,999",CEO is nonbinary
State,DE,Size,"$500,000 - $999,999",CEO is nonbinary
State,DE,Size,"$1 million - $9,999,999",CEO is nonbinary
State,DE,Size,$10 million and above,CEO is nonbinary
State,DE,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,DE,Sector,Education,CEO is nonbinary
State,DE,Sector,Environment and animals,CEO is nonbinary
State,DE,Sector,Health,CEO is nonbinary
State,DE,Sector,Human services,CEO is nonbinary
State,DE,Sector,"International, foreign affairs",CEO is nonbinary
State,DE,Sector,"Public, societal benefit",CEO is nonbinary
State,DE,Rural/Urban,Rural,CEO is nonbinary
State,DE,Rural/Urban,Urban,CEO is nonbinary
State,FL,"","",CEO is nonbinary
State,FL,Size,"< $100,000",CEO is nonbinary
State,FL,Size,"$100,000 - $499,999",CEO is nonbinary
State,FL,Size,"$500,000 - $999,999",CEO is nonbinary
State,FL,Size,"$1 million - $9,999,999",CEO is nonbinary
State,FL,Size,$10 million and above,CEO is nonbinary
State,FL,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,FL,Sector,Education,CEO is nonbinary
State,FL,Sector,Environment and animals,CEO is nonbinary
State,FL,Sector,Health,CEO is nonbinary
State,FL,Sector,Human services,CEO is nonbinary
State,FL,Sector,"International, foreign affairs",CEO is nonbinary
State,FL,Sector,"Public, societal benefit",CEO is nonbinary
State,FL,Rural/Urban,Rural,CEO is nonbinary
State,FL,Rural/Urban,Urban,CEO is nonbinary
State,GA,"","",CEO is nonbinary
State,GA,Size,"< $100,000",CEO is nonbinary
State,GA,Size,"$100,000 - $499,999",CEO is nonbinary
State,GA,Size,"$500,000 - $999,999",CEO is nonbinary
State,GA,Size,"$1 million - $9,999,999",CEO is nonbinary
State,GA,Size,$10 million and above,CEO is nonbinary
State,GA,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,GA,Sector,Education,CEO is nonbinary
State,GA,Sector,Environment and animals,CEO is nonbinary
State,GA,Sector,Health,CEO is nonbinary
State,GA,Sector,Human services,CEO is nonbinary
State,GA,Sector,"International, foreign affairs",CEO is nonbinary
State,GA,Sector,"Public, societal benefit",CEO is nonbinary
State,GA,Rural/Urban,Rural,CEO is nonbinary
State,GA,Rural/Urban,Urban,CEO is nonbinary
State,HI,"","",CEO is nonbinary
State,HI,Size,"< $100,000",CEO is nonbinary
State,HI,Size,"$100,000 - $499,999",CEO is nonbinary
State,HI,Size,"$500,000 - $999,999",CEO is nonbinary
State,HI,Size,"$1 million - $9,999,999",CEO is nonbinary
State,HI,Size,$10 million and above,CEO is nonbinary
State,HI,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,HI,Sector,Education,CEO is nonbinary
State,HI,Sector,Environment and animals,CEO is nonbinary
State,HI,Sector,Health,CEO is nonbinary
State,HI,Sector,Human services,CEO is nonbinary
State,HI,Sector,"International, foreign affairs",CEO is nonbinary
State,HI,Sector,"Public, societal benefit",CEO is nonbinary
State,HI,Rural/Urban,Rural,CEO is nonbinary
State,HI,Rural/Urban,Urban,CEO is nonbinary
State,ID,"","",CEO is nonbinary
State,ID,Size,"< $100,000",CEO is nonbinary
State,ID,Size,"$100,000 - $499,999",CEO is nonbinary
State,ID,Size,"$500,000 - $999,999",CEO is nonbinary
State,ID,Size,"$1 million - $9,999,999",CEO is nonbinary
State,ID,Size,$10 million and above,CEO is nonbinary
State,ID,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,ID,Sector,Education,CEO is nonbinary
State,ID,Sector,Environment and animals,CEO is nonbinary
State,ID,Sector,Health,CEO is nonbinary
State,ID,Sector,Human services,CEO is nonbinary
State,ID,Sector,"International, foreign affairs",CEO is nonbinary
State,ID,Sector,"Public, societal benefit",CEO is nonbinary
State,ID,Rural/Urban,Rural,CEO is nonbinary
State,ID,Rural/Urban,Urban,CEO is nonbinary
State,IL,"","",CEO is nonbinary
State,IL,Size,"< $100,000",CEO is nonbinary
State,IL,Size,"$100,000 - $499,999",CEO is nonbinary
State,IL,Size,"$500,000 - $999,999",CEO is nonbinary
State,IL,Size,"$1 million - $9,999,999",CEO is nonbinary
State,IL,Size,$10 million and above,CEO is nonbinary
State,IL,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,IL,Sector,Education,CEO is nonbinary
State,IL,Sector,Environment and animals,CEO is nonbinary
State,IL,Sector,Health,CEO is nonbinary
State,IL,Sector,Human services,CEO is nonbinary
State,IL,Sector,"International, foreign affairs",CEO is nonbinary
State,IL,Sector,"Public, societal benefit",CEO is nonbinary
State,IL,Rural/Urban,Rural,CEO is nonbinary
State,IL,Rural/Urban,Urban,CEO is nonbinary
State,IN,"","",CEO is nonbinary
State,IN,Size,"< $100,000",CEO is nonbinary
State,IN,Size,"$100,000 - $499,999",CEO is nonbinary
State,IN,Size,"$500,000 - $999,999",CEO is nonbinary
State,IN,Size,"$1 million - $9,999,999",CEO is nonbinary
State,IN,Size,$10 million and above,CEO is nonbinary
State,IN,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,IN,Sector,Education,CEO is nonbinary
State,IN,Sector,Environment and animals,CEO is nonbinary
State,IN,Sector,Health,CEO is nonbinary
State,IN,Sector,Human services,CEO is nonbinary
State,IN,Sector,"International, foreign affairs",CEO is nonbinary
State,IN,Sector,"Public, societal benefit",CEO is nonbinary
State,IN,Rural/Urban,Rural,CEO is nonbinary
State,IN,Rural/Urban,Urban,CEO is nonbinary
State,IA,"","",CEO is nonbinary
State,IA,Size,"< $100,000",CEO is nonbinary
State,IA,Size,"$100,000 - $499,999",CEO is nonbinary
State,IA,Size,"$500,000 - $999,999",CEO is nonbinary
State,IA,Size,"$1 million - $9,999,999",CEO is nonbinary
State,IA,Size,$10 million and above,CEO is nonbinary
State,IA,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,IA,Sector,Education,CEO is nonbinary
State,IA,Sector,Environment and animals,CEO is nonbinary
State,IA,Sector,Health,CEO is nonbinary
State,IA,Sector,Human services,CEO is nonbinary
State,IA,Sector,"International, foreign affairs",CEO is nonbinary
State,IA,Sector,"Public, societal benefit",CEO is nonbinary
State,IA,Rural/Urban,Rural,CEO is nonbinary
State,IA,Rural/Urban,Urban,CEO is nonbinary
State,KS,"","",CEO is nonbinary
State,KS,Size,"< $100,000",CEO is nonbinary
State,KS,Size,"$100,000 - $499,999",CEO is nonbinary
State,KS,Size,"$500,000 - $999,999",CEO is nonbinary
State,KS,Size,"$1 million - $9,999,999",CEO is nonbinary
State,KS,Size,$10 million and above,CEO is nonbinary
State,KS,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,KS,Sector,Education,CEO is nonbinary
State,KS,Sector,Environment and animals,CEO is nonbinary
State,KS,Sector,Health,CEO is nonbinary
State,KS,Sector,Human services,CEO is nonbinary
State,KS,Sector,"International, foreign affairs",CEO is nonbinary
State,KS,Sector,"Public, societal benefit",CEO is nonbinary
State,KS,Rural/Urban,Rural,CEO is nonbinary
State,KS,Rural/Urban,Urban,CEO is nonbinary
State,KY,"","",CEO is nonbinary
State,KY,Size,"< $100,000",CEO is nonbinary
State,KY,Size,"$100,000 - $499,999",CEO is nonbinary
State,KY,Size,"$500,000 - $999,999",CEO is nonbinary
State,KY,Size,"$1 million - $9,999,999",CEO is nonbinary
State,KY,Size,$10 million and above,CEO is nonbinary
State,KY,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,KY,Sector,Education,CEO is nonbinary
State,KY,Sector,Environment and animals,CEO is nonbinary
State,KY,Sector,Health,CEO is nonbinary
State,KY,Sector,Human services,CEO is nonbinary
State,KY,Sector,"International, foreign affairs",CEO is nonbinary
State,KY,Sector,"Public, societal benefit",CEO is nonbinary
State,KY,Rural/Urban,Rural,CEO is nonbinary
State,KY,Rural/Urban,Urban,CEO is nonbinary
State,LA,"","",CEO is nonbinary
State,LA,Size,"< $100,000",CEO is nonbinary
State,LA,Size,"$100,000 - $499,999",CEO is nonbinary
State,LA,Size,"$500,000 - $999,999",CEO is nonbinary
State,LA,Size,"$1 million - $9,999,999",CEO is nonbinary
State,LA,Size,$10 million and above,CEO is nonbinary
State,LA,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,LA,Sector,Education,CEO is nonbinary
State,LA,Sector,Environment and animals,CEO is nonbinary
State,LA,Sector,Health,CEO is nonbinary
State,LA,Sector,Human services,CEO is nonbinary
State,LA,Sector,"International, foreign affairs",CEO is nonbinary
State,LA,Sector,"Public, societal benefit",CEO is nonbinary
State,LA,Rural/Urban,Rural,CEO is nonbinary
State,LA,Rural/Urban,Urban,CEO is nonbinary
State,ME,"","",CEO is nonbinary
State,ME,Size,"< $100,000",CEO is nonbinary
State,ME,Size,"$100,000 - $499,999",CEO is nonbinary
State,ME,Size,"$500,000 - $999,999",CEO is nonbinary
State,ME,Size,"$1 million - $9,999,999",CEO is nonbinary
State,ME,Size,$10 million and above,CEO is nonbinary
State,ME,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,ME,Sector,Education,CEO is nonbinary
State,ME,Sector,Environment and animals,CEO is nonbinary
State,ME,Sector,Health,CEO is nonbinary
State,ME,Sector,Human services,CEO is nonbinary
State,ME,Sector,"International, foreign affairs",CEO is nonbinary
State,ME,Sector,"Public, societal benefit",CEO is nonbinary
State,ME,Rural/Urban,Rural,CEO is nonbinary
State,ME,Rural/Urban,Urban,CEO is nonbinary
State,MD,"","",CEO is nonbinary
State,MD,Size,"< $100,000",CEO is nonbinary
State,MD,Size,"$100,000 - $499,999",CEO is nonbinary
State,MD,Size,"$500,000 - $999,999",CEO is nonbinary
State,MD,Size,"$1 million - $9,999,999",CEO is nonbinary
State,MD,Size,$10 million and above,CEO is nonbinary
State,MD,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,MD,Sector,Education,CEO is nonbinary
State,MD,Sector,Environment and animals,CEO is nonbinary
State,MD,Sector,Health,CEO is nonbinary
State,MD,Sector,Human services,CEO is nonbinary
State,MD,Sector,"International, foreign affairs",CEO is nonbinary
State,MD,Sector,"Public, societal benefit",CEO is nonbinary
State,MD,Rural/Urban,Rural,CEO is nonbinary
State,MD,Rural/Urban,Urban,CEO is nonbinary
State,MA,"","",CEO is nonbinary
State,MA,Size,"< $100,000",CEO is nonbinary
State,MA,Size,"$100,000 - $499,999",CEO is nonbinary
State,MA,Size,"$500,000 - $999,999",CEO is nonbinary
State,MA,Size,"$1 million - $9,999,999",CEO is nonbinary
State,MA,Size,$10 million and above,CEO is nonbinary
State,MA,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,MA,Sector,Education,CEO is nonbinary
State,MA,Sector,Environment and animals,CEO is nonbinary
State,MA,Sector,Health,CEO is nonbinary
State,MA,Sector,Human services,CEO is nonbinary
State,MA,Sector,"International, foreign affairs",CEO is nonbinary
State,MA,Sector,"Public, societal benefit",CEO is nonbinary
State,MA,Rural/Urban,Rural,CEO is nonbinary
State,MA,Rural/Urban,Urban,CEO is nonbinary
State,MI,"","",CEO is nonbinary
State,MI,Size,"< $100,000",CEO is nonbinary
State,MI,Size,"$100,000 - $499,999",CEO is nonbinary
State,MI,Size,"$500,000 - $999,999",CEO is nonbinary
State,MI,Size,"$1 million - $9,999,999",CEO is nonbinary
State,MI,Size,$10 million and above,CEO is nonbinary
State,MI,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,MI,Sector,Education,CEO is nonbinary
State,MI,Sector,Environment and animals,CEO is nonbinary
State,MI,Sector,Health,CEO is nonbinary
State,MI,Sector,Human services,CEO is nonbinary
State,MI,Sector,"International, foreign affairs",CEO is nonbinary
State,MI,Sector,"Public, societal benefit",CEO is nonbinary
State,MI,Rural/Urban,Rural,CEO is nonbinary
State,MI,Rural/Urban,Urban,CEO is nonbinary
State,MN,"","",CEO is nonbinary
State,MN,Size,"< $100,000",CEO is nonbinary
State,MN,Size,"$100,000 - $499,999",CEO is nonbinary
State,MN,Size,"$500,000 - $999,999",CEO is nonbinary
State,MN,Size,"$1 million - $9,999,999",CEO is nonbinary
State,MN,Size,$10 million and above,CEO is nonbinary
State,MN,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,MN,Sector,Education,CEO is nonbinary
State,MN,Sector,Environment and animals,CEO is nonbinary
State,MN,Sector,Health,CEO is nonbinary
State,MN,Sector,Human services,CEO is nonbinary
State,MN,Sector,"International, foreign affairs",CEO is nonbinary
State,MN,Sector,"Public, societal benefit",CEO is nonbinary
State,MN,Rural/Urban,Rural,CEO is nonbinary
State,MN,Rural/Urban,Urban,CEO is nonbinary
State,MS,"","",CEO is nonbinary
State,MS,Size,"< $100,000",CEO is nonbinary
State,MS,Size,"$100,000 - $499,999",CEO is nonbinary
State,MS,Size,"$500,000 - $999,999",CEO is nonbinary
State,MS,Size,"$1 million - $9,999,999",CEO is nonbinary
State,MS,Size,$10 million and above,CEO is nonbinary
State,MS,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,MS,Sector,Education,CEO is nonbinary
State,MS,Sector,Environment and animals,CEO is nonbinary
State,MS,Sector,Health,CEO is nonbinary
State,MS,Sector,Human services,CEO is nonbinary
State,MS,Sector,"International, foreign affairs",CEO is nonbinary
State,MS,Sector,"Public, societal benefit",CEO is nonbinary
State,MS,Rural/Urban,Rural,CEO is nonbinary
State,MS,Rural/Urban,Urban,CEO is nonbinary
State,MO,"","",CEO is nonbinary
State,MO,Size,"< $100,000",CEO is nonbinary
State,MO,Size,"$100,000 - $499,999",CEO is nonbinary
State,MO,Size,"$500,000 - $999,999",CEO is nonbinary
State,MO,Size,"$1 million - $9,999,999",CEO is nonbinary
State,MO,Size,$10 million and above,CEO is nonbinary
State,MO,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,MO,Sector,Education,CEO is nonbinary
State,MO,Sector,Environment and animals,CEO is nonbinary
State,MO,Sector,Health,CEO is nonbinary
State,MO,Sector,Human services,CEO is nonbinary
State,MO,Sector,"International, foreign affairs",CEO is nonbinary
State,MO,Sector,"Public, societal benefit",CEO is nonbinary
State,MO,Rural/Urban,Rural,CEO is nonbinary
State,MO,Rural/Urban,Urban,CEO is nonbinary
State,MT,"","",CEO is nonbinary
State,MT,Size,"< $100,000",CEO is nonbinary
State,MT,Size,"$100,000 - $499,999",CEO is nonbinary
State,MT,Size,"$500,000 - $999,999",CEO is nonbinary
State,MT,Size,"$1 million - $9,999,999",CEO is nonbinary
State,MT,Size,$10 million and above,CEO is nonbinary
State,MT,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,MT,Sector,Education,CEO is nonbinary
State,MT,Sector,Environment and animals,CEO is nonbinary
State,MT,Sector,Health,CEO is nonbinary
State,MT,Sector,Human services,CEO is nonbinary
State,MT,Sector,"International, foreign affairs",CEO is nonbinary
State,MT,Sector,"Public, societal benefit",CEO is nonbinary
State,MT,Rural/Urban,Rural,CEO is nonbinary
State,MT,Rural/Urban,Urban,CEO is nonbinary
State,NE,"","",CEO is nonbinary
State,NE,Size,"< $100,000",CEO is nonbinary
State,NE,Size,"$100,000 - $499,999",CEO is nonbinary
State,NE,Size,"$500,000 - $999,999",CEO is nonbinary
State,NE,Size,"$1 million - $9,999,999",CEO is nonbinary
State,NE,Size,$10 million and above,CEO is nonbinary
State,NE,Sector,"Arts, culture, and humanities",CEO is nonbinary
State,NE,Sector,Education,CEO is nonbinary
State,NE,Sector,Environment and animals,CEO is nonbinary
State,NE,Sector,Health,CEO is nonbinary
State,NE,Sector,Human services,CEO is nonbinary
State,NE,Sector,"International, foreign affairs",CEO is nonbinary
State,NE,Sector,"Public, societal benefit",CEO is nonbinary
